psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,SmartPhone,pial1,pial2,pial3,pial4,pial5,pial6,pial7,pial8,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
100009,1,37,3,U,1,1,1,8,2,2,2,2,2,2, ,2, ,1,2,2,60,7,2,1,6,1.78260869565217,.426669641560037
100019,1,37,3,U,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,2,60,6,2,1,8,1.43478260869565,.343417028572713
100022,1,51,3,U,1,1,1,2,2,2,2,1,2,2, ,2, ,3,2,1,79,5,2,1,5,1.73913043478261,.416263064936622
100025,1,42,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,1,50,6,2,1,9,2.56521739130435,.613988020781517
100026,1,18,2,U,2,2,1,2,2, , , , ,2, ,2, ,3,2,1,62,3,2,1,1,4.43478260869565,1.06147081558839
100027,1,25,1,S,1,2,1,1,1,2,2,2,2,2, ,2, ,3,1,2,46,8,2,1,8,5.08695652173913,1.21756946493962
100032,1,12,3,U,1,1,1,1,1,1,1,2,1,2, ,1,6,3,2,2,19,4,2,1,99,7.04347826086957,1.68586541299332
100035,1,36,1,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,48,6,2,1,6,2.43478260869565,.582768290911271
100038,1,18,2,R,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,62,3,2,1,4,2.82608695652174,.676427480522011
100044,1,47,3,U,1,1,1,1,1,1,1,2,1,2, ,2, ,2,1,2,44,8,2,1,6,3.82608695652174,.915778742860568
100049,1,37,3,S,1,1,1,2,2,1,1,1,1,2, ,2, ,3,1,2,52,5,2,1,6,5.26086956521739,1.25919577143328
100050,1,25,1,S,1,1,1,2,2,2,2,2,2,2, ,2, ,2,2,1,82,4,2,1,2,1.78260869565217,.426669641560037
100060,1,1,3,U,1,2,1,2,2,1,2,2,2,2, ,2, ,3,2,2,72,6,2,1,6,1.26086956521739,.301790722079051
100070,1,17,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,1,62,3,2,1,8,4.82608695652174,1.15513000519913
100081,1,17,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,1,73,6,2,1,9,1.26086956521739,.301790722079051
100083,1,29,2,S,2,2,2, ,3, , , , , , , , ,3,2,2,66,2,2,2,1,5.21739130434783,1.24878919480987
100093,1,5,3,R,2,2,2, ,3, , , , , , , , ,1,2,2,61,4,2,1,6,7.78260869565217,1.86277721559138
100095,1,18,2,R,1,1,1,1,1,2,2,2,2,2, ,2, ,2,2,1,52,5,2,1,4,2.26086956521739,.541141984417608
100105,1,18,2,R,1,1,1,1,1,1,1,1,1,2, ,2, ,3,2,2,26,4,2,1,99,4.91304347826087,1.17594315844596
100109,1,18,2,S,2,2,1,1,1, , , , ,2, ,2, ,1,2,1,60,6,2,1,7,1.47826086956522,.353823605196129
100111,1,12,3,R,1,1,1,1,1,1,1,2,2,2, ,2, ,3,2,1,22,3,2,9,2,4.30434782608696,1.03025108571814
100118,1,29,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,27,3,2,2,3,5.08695652173913,1.21756946493962
100136,1,33,1,R,1,1,2, ,3,1,1,2,1, , , , ,1,1,1,47,8,2,3,7,4.69565217391304,1.12391027532888
100139,1,29,2,S,2,2,2, ,3, , , , , , , , ,3,2,1,77,6,2,1,99,2.39130434782609,.572361714287855
100143,1,12,3,S,1,1,1,2,2,2,2,2,2,2, ,2, ,2,2,1,65,5,2,1,4,2.04347826086957,.489109101300531
100145,1,37,3,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,71,5,2,1,6,1.21739130434783,.291384145455635
100148,1,12,3,U,1,1,1,1,1,1,1,1,1,2, ,2, ,3,2,2,64,6,2,1,99,1.30434782608696,.312197298702466
100152,1,9,1,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,1,90,8,2,1,6,1.08695652173913,.260164415585389
100156,1,55,2,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,66,5,2,1,99,2.08695652173913,.499515677923946
100157,1,51,3,S,1,2,1,1,1,2,2,2,2,2, ,2, ,1,2,1,54,4,2,1,4,3.8695652173913,.926185319483984
100159,1,27,2,R,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,63,2,2,1,1,2.82608695652174,.676427480522011
100163,1,29,2,U,1,1,1,1,1,1,1,2,2,2, ,2, ,3,2,2,63,3,2,1,4,4.30434782608696,1.03025108571814
100165,1,13,3,S,1,2,2, ,3,1,1,2,2, , , , ,1,1,1,99,3,2,9,9,6.56521739130435,1.57139307013575
100166,1,42,1,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,83,5,2,1,5,2.82608695652174,.676427480522011
100168,1,27,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,63,3,2,1,2,3.43478260869565,.822119553249828
100177,1,48,3,U,1,2,1,1,1,2,2,2,2,2, ,2, ,3,2,1,65,8,2,2,99,1,.239351262338558
100189,1,29,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,2,99,5,2,1,9,2.26086956521739,.541141984417608
100192,1,22,3,R,1,1,1,1,1,2,1,2,1,2, ,2, ,3,2,2,45,3,2,1,9,5.56521739130435,1.33204180779719
100193,1,51,3,R,2,2,2, ,3, , , , , , , , ,3,2,1,62,8,2,1,2,4.04347826086957,.967811625977646
100195,1,42,1,U,2,2,2, ,3, , , , , , , , ,3,2,2,85,3,2,1,3,5.1304347826087,1.22797604156303
100197,1,17,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,2,99,8,2,1,99,1.39130434782609,.333010451949298
100199,1,24,3,S,1,2,2, ,3,2,2,2,2, , , , ,1,2,1,56,8,2,1,99,4.30434782608696,1.03025108571814
100200,1,25,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,1,1,57,8,2,2,6,1.73913043478261,.416263064936622
100206,1,8,4,S,1,1,1,1,1,1,2,2,1,1,6,2, ,3,2,2,21,4,2,1,7,7.39130434782609,1.76911802598064
100207,1,49,4,S,1,2,1,2,2,1,1,2,1,2, ,2, ,3,2,2,70,5,2,1,5,1.65217391304348,.395449911689791
100214,1,47,3,U,1,1,1,8,2,1,1,1,1,2, ,2, ,1,1,2,49,7,2,2,6,2.43478260869565,.582768290911271
100216,1,8,4,S,1,1,1,2,2,1,2,2,2,2, ,2, ,3,2,2,66,8,2,1,7,1.30434782608696,.312197298702466
100220,1,13,3,U,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,62,8,2,1,9,1.60869565217391,.385043335066375
100222,1,8,4,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,61,8,2,1,9,2.34782608695652,.56195513766444
100225,1,13,3,S,1,1,1,1,1,2,2,2,2,1,2,2, ,1,2,1,55,8,1,1,99,2.91304347826087,.697240633768842
100230,1,8,4,R,1,2,1,2,2,2,2,1,2,2, ,2, ,2,2,1,49,6,2,1,99,2.30434782608696,.551548561041024
100247,1,28,3,R,1,1,1,1,1,1,2,2,1,2, ,2, ,3,1,2,35,2,2,1,4,7.26086956521739,1.7378982961104
100249,1,28,3,R,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,54,5,2,1,8,3.91304347826087,.936591896107399
100252,1,12,3,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,58,4,1,1,9,3.78260869565217,.905372166237153
100263,1,46,2,R,1,2,1,2,2,1,2,2,2,2, ,2, ,3,2,2,83,5,2,1,99,1.39130434782609,.333010451949298
100267,1,8,4,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,72,8,2,1,3,1,.239351262338558
100269,1,25,1,S,2,2,2, ,3, , , , , , , , ,1,2,2,48,6,2,2,3,3.8695652173913,.926185319483984
100270,1,8,4,S,1,1,1,1,1,1,1,1,1,2, ,1,3,1,2,1,58,4,2,1,5,3.8695652173913,.926185319483984
100271,1,48,3,R,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,58,8,2,1,99,1,.239351262338558
100274,1,29,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,99,8,2,4,6,1,.239351262338558
100275,1,34,1,S,1,1,1,1,1,1,1,2,1,2, ,1,4,2,1,1,36,5,1,1,5,4.73913043478261,1.13431685195229
100278,1,25,1,U,1,2,2, ,3,2,2,2,2, , , , ,3,2,2,74,4,2,1,5,3.04347826086957,.728460363639088
100283,1,31,2,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,1,71,4,2,4,6,1.34782608695652,.322603875325882
100285,1,36,1,R,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,67,8,2,1,7,1,.239351262338558
100286,1,55,2,R,1,1,2, ,3,1,1,2,1, , , , ,3,1,1,39,2,2,1,3,7.47826086956522,1.78993117922747
100288,1,45,3,S,1,1,1,1,1,1,1,1,1,2, ,2, ,1,1,1,35,6,2,1,99,2.8695652173913,.686834057145426
100295,1,18,2,R,1,1,1,2,2,2,2,2,2,2, ,2, ,1,2,2,75,3,2,1,6,3.08695652173913,.738866940262504
100298,1,27,2,U,1,1,1,2,2,1,2,2,1,2, ,2, ,1,1,1,61,4,2,1,4,2,.478702524677115
100302,1,51,3,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,82,8,2,1,7,1.60869565217391,.385043335066375
100307,1,4,4,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,9,1,45,6,2,1,99,3.82608695652174,.915778742860568
100309,1,48,3,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,65,6,2,5,9,2.04347826086957,.489109101300531
100310,1,53,4,S,1,1,1,1,1,1,1,2,2,2, ,2, ,3,1,2,31,4,2,1,6,7.21739130434783,1.72749171948698
100311,1,4,4,S,1,1,1,1,1,1,1,2,1,2, ,2, ,3,2,2,59,8,2,1,8,1.21739130434783,.291384145455635
100317,1,48,3,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,75,8,2,1,1,1.26086956521739,.301790722079051
100319,1,49,4,S,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,68,6,2,1,2,1,.239351262338558
100324,1,6,4,U,1,1,2, ,3,1,2,2,2, , , , ,2,2,1,20,4,1,5,5,8.30434782608696,1.98765613507237
100358,1,34,1,S,1,1,1,1,1,1,2,2,2,2, ,2, ,2,2,2,55,6,2,1,99,1.08695652173913,.260164415585389
100361,1,12,3,S,1,1,1,1,1,2,1,1,2,2, ,2, ,3,2,1,65,6,2,1,99,1.65217391304348,.395449911689791
100370,1,1,3,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,43,6,2,1,9,2.8695652173913,.686834057145426
100371,1,4,4,S,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,1,71,6,1,1,5,2.04347826086957,.489109101300531
100372,1,12,3,S,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,2,57,5,2,1,99,2.04347826086957,.489109101300531
100376,1,6,4,R,1,2,1,2,2,1,1,2,1,2, ,2, ,2,2,2,60,8,2,9,1,1.52173913043478,.364230181819544
100396,1,22,3,U,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,2,62,8,2,1,5,1.43478260869565,.343417028572713
100399,1,12,3,S,1,1,1,1,1,1,1,2,2,2, ,2, ,1,2,2,52,8,2,1,7,2,.478702524677115
100403,1,47,3,S,1,1,1,1,1,1,1,2,2,2, ,2, ,3,2,1,50,2,2,1,2,6.21739130434783,1.48814045714842
100411,1,37,3,R,2,2,1,2,2, , , , ,2, ,2, ,3,2,1,67,3,2,1,3,4,.95740504935423
100416,1,17,2,S,1,2,1,2,2,2,2,2,1,2, ,2, ,1,2,1,60,8,1,4,99,1.26086956521739,.301790722079051
100425,1,6,4,U,1,1,1,1,1,1,2,2,1,2, ,2, ,1,1,1,32,4,2,3,4,9.1304347826087,2.18538109091727
100426,1,20,2,U,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,2,71,3,2,1,99,3,.718053787015673
100428,1,6,4,U,2,2,2, ,3, , , , , , , , ,3,2,2,55,3,2,2,1,6.91304347826087,1.65464568312307
100433,1,6,4,U,1,1,1,1,1,2,2,2,1,2, ,2, ,2,2,2,68,8,2,5,3,1.08695652173913,.260164415585389
100441,1,32,4,U,1,2,1,2,2,2,2,2,2,2, ,2, ,1,1,2,39,8,2,1,7,3.52173913043478,.842932706496659
100444,1,41,4,U,1,1,1,8,2,2,2,2,2,2, ,2, ,3,2,1,81,7,2,1,99,1.1304347826087,.270570992208804
100446,1,27,2,R,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,2,56,3,2,1,4,2.82608695652174,.676427480522011
100458,1,27,2,S,2,2,2, ,3, , , , , , , , ,3,2,2,99,9,9,1,99,2.69565217391304,.645207750651764
100463,1,53,4,U,1,1,1,1,1,1,2,2,2,2, ,2, ,1,2,1,61,8,2,1,9,2.43478260869565,.582768290911271
100465,1,17,2,R,1,2,1,2,2,2,1,2,1,2, ,2, ,3,2,2,72,3,2,1,2,2.47826086956522,.593174867534686
100466,1,47,3,R,1,1,1,2,2,2,8,2,1,2, ,2, ,2,2,2,58,6,2,1,8,1.34782608695652,.322603875325882
100470,1,6,4,S,1,1,1,1,1,1,2,1,2,2, ,1,2,1,1,1,34,6,2,1,9,3.65217391304348,.874152436366906
100472,1,48,3,R,1,2,2, ,3,2,2,2,2, , , , ,3,2,2,90,2,2,1,1,4.08695652173913,.978218202601061
100474,1,1,3,U,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,42,6,1,2,6,2.43478260869565,.582768290911271
100480,1,45,3,R,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,60,3,2,1,6,5.08695652173913,1.21756946493962
100482,1,26,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,72,5,2,1,4,2.26086956521739,.541141984417608
100483,1,42,1,S,1,2,1,2,2,1,2,2,1,2, ,2, ,3,2,1,61,8,2,1,7,1.65217391304348,.395449911689791
100494,1,12,3,S,1,1,1,1,1,1,1,1,1,2, ,1,4,3,2,1,30,5,1,1,4,8.65217391304348,2.07090874805969
100498,1,36,1,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,67,6,2,1,9,1.08695652173913,.260164415585389
100506,1,53,4,U,1,1,1,1,1,1,1,2,1,2, ,2, ,3,2,1,68,8,2,1,9,1.1304347826087,.270570992208804
100517,1,27,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,1,1,41,6,1,1,9,4.52173913043478,1.08228396883522
100523,1,53,4,S,2,2,1,8,2, , , , ,2, ,2, ,3,2,2,82,3,2,1,3,2.26086956521739,.541141984417608
100525,1,6,4,S,2,2,2, ,3, , , , , , , , ,3,2,2,81,3,2,1,2,6.08695652173913,1.45692072727818
100535,1,20,2,U,1,2,1,2,2,2,2,2,2,2, ,2, ,1,2,2,63,3,2,1,6,2.17391304347826,.520328831170777
100542,1,19,2,S,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,2,46,5,2,1,99,6.1304347826087,1.46732730390159
100550,1,27,2,S,1,1,1,1,1,1,1,1,1,2, ,2, ,1,1,2,37,6,2,1,9,4.60869565217391,1.10309712208205
100558,1,55,2,R,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,2,64,3,2,1,5,2.82608695652174,.676427480522011
100560,1,17,2,S,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,21,5,2,1,4,4.73913043478261,1.13431685195229
100561,1,48,3,S,1,1,1,2,2,1,1,2,2,2, ,2, ,3,2,2,62,3,2,2,2,5.04347826086956,1.2071628883162
100564,1,18,2,S,1,1,1,1,1,1,1,1,2,2, ,2, ,1,2,2,54,8,2,3,9,4.69565217391304,1.12391027532888
100568,1,48,3,U,1,1,1,1,1,1,1,2,1,2, ,2, ,2,1,2,45,6,2,1,7,3.82608695652174,.915778742860568
100572,1,1,3,R,2,2,1,1,1, , , , ,2, ,2, ,3,2,2,85,2,2,2,9,1.39130434782609,.333010451949298
100574,1,17,2,U,1,2,1,2,2,1,1,1,1,2, ,2, ,2,2,2,61,4,2,1,6,1.91304347826087,.457889371430284
100580,1,1,3,R,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,2,77,3,2,1,2,1.65217391304348,.395449911689791
100581,1,20,2,U,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,67,8,1,1,8,1.69565217391304,.405856488313206
100585,1,55,2,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,44,5,2,1,4,2.39130434782609,.572361714287855
100588,1,6,4,S,1,1,1,1,1,2,2,2,1,2, ,2, ,3,1,2,48,8,2,3,9,4.34782608695652,1.04065766234155
100589,1,6,4,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,77,6,2,1,6,1.04347826086957,.249757838961973
100595,1,48,3,R,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,18,2,2,1,9,6.82608695652174,1.63383252987624
100602,1,41,4,U,1,2,1,2,2,1,2,2,2,2, ,2, ,1,2,2,63,8,2,1,7,1.60869565217391,.385043335066375
100606,1,6,4,U,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,1,64,5,2,1,6,4.82608695652174,1.15513000519913
100609,1,18,2,U,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,82,3,2,1,99,3,.718053787015673
100612,1,6,4,U,1,1,1,1,1,1,1,1,1,2, ,2, ,1,1,1,38,4,2,1,9,7.52173913043478,1.80033775585089
100616,1,4,4,U,1,2,1,8,2,2,2,2,2,2, ,2, ,1,2,2,69,5,1,1,6,2.73913043478261,.655614327275179
100619,1,8,4,S,1,1,1,1,1,2,2,2,2,2, ,2, ,1,2,1,66,6,2,1,8,1.52173913043478,.364230181819544
100621,1,40,3,R,1,2,1,2,2,1,1,2,2,2, ,2, ,3,2,1,57,4,2,5,1,2.78260869565217,.666020903898595
100625,1,35,4,S,2,2,1,2,2, , , , ,2, ,2, ,2,1,2,43,3,2,1,6,5.08695652173913,1.21756946493962
100627,1,1,3,S,1,1,1,1,1,1,1,2,1,2, ,2, ,3,1,2,26,5,2,1,6,5.30434782608696,1.2696023480567
100628,1,19,2,R,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,2,86,4,2,1,5,1,.239351262338558
100630,1,31,2,S,1,2,1,2,2,2,1,2,1,2, ,2, ,1,2,2,64,8,2,1,6,1,.239351262338558
100631,1,8,4,U,1,1,1,2,2,2,2,2,2,2, ,2, ,3,2,2,70,6,2,1,7,1,.239351262338558
100634,1,28,3,R,1,1,1,1,1,1,1,1,1,2, ,1,5,1,1,2,42,6,2,1,9,3.1304347826087,.749273516885919
100635,1,29,2,S,1,2,1,2,2,2,2,2,2,2, ,2, ,3,2,2,63,5,2,1,4,2.56521739130435,.613988020781517
100642,1,28,3,R,1,2,1,1,1,1,1,2,1,2, ,2, ,3,2,2,61,5,2,1,4,1.69565217391304,.405856488313206
100649,1,32,4,S,1,2,1,2,2,1,2,2,2,2, ,2, ,1,2,1,73,5,2,1,5,2.52173913043478,.603581444158102
100656,1,6,4,U,1,2,1,1,1,2,2,2,2,2, ,2, ,3,2,1,27,3,2,2,1,5.91304347826087,1.41529442078451
100657,1,6,4,U,1,2,2, ,3,2,2,2,2, , , , ,3,2,1,78,3,2,1,4,8.47826086956522,2.02928244156603
100658,1,32,4,S,1,2,2, ,3,1,1,1,1, , , , ,3,2,2,33,3,2,1,3,10.0434782608696,2.40391920000899
100660,1,6,4,U,2,2,1,2,2, , , , ,2, ,2, ,3,2,2,53,3,2,1,2,4.73913043478261,1.13431685195229
100663,1,53,4,R,2,2,1,1,1, , , , ,2, ,2, ,2,2,2,57,2,2,1,4,3.43478260869565,.822119553249828
100670,1,6,4,S,1,2,1,1,1,2,2,2,2,2, ,2, ,3,2,2,81,4,2,1,3,1.65217391304348,.395449911689791
100683,1,6,4,U,1,1,1,1,1,1,1,1,1,2, ,1,5,1,1,1,42,3,1,1,99,10.3913043478261,2.48717181299632
100695,1,6,4,U,1,2,1,1,1,1,2,1,1,2, ,2, ,3,2,1,79,8,2,1,7,1.8695652173913,.447482794806869
100701,1,6,4,U,2,2,2, ,3, , , , , , , , ,3,2,2,72,5,1,1,2,5.43478260869565,1.30082207792694
100715,1,6,4,U,1,1,1,1,1,1,2,2,2,2, ,2, ,3,2,2,61,8,1,1,9,2.60869565217391,.624394597404933
100716,1,53,4,S,1,1,9, ,3,9,9,9,9, , , , ,9,9,1,99,9,9,9,99,1.1304347826087,.270570992208804
100719,1,53,4,U,2,2,2, ,3, , , , , , , , ,3,2,2,54,3,2,1,1,10.3913043478261,2.48717181299632
100721,1,6,4,S,2,2,2, ,3, , , , , , , , ,3,2,1,55,6,2,1,6,3,.718053787015673
100724,1,6,4,U,1,1,1,1,1,1,2,2,2,2, ,2, ,1,1,1,40,8,2,3,2,4.04347826086957,.967811625977646
100733,1,53,4,R,1,1,1,1,1,1,2,1,1,2, ,2, ,1,1,1,41,8,2,1,8,2.39130434782609,.572361714287855
100736,1,6,4,S,1,1,1,1,1,2,2,2,2,2, ,2, ,3,2,2,60,6,2,1,7,1.26086956521739,.301790722079051
100741,1,36,1,S,2,2,2, ,3, , , , , , , , ,3,2,1,87,3,2,1,2,8.34782608695652,1.99806271169579
100753,1,36,1,U,1,1,1,1,1,1,2,2,2,2, ,1,2,2,2,1,71,8,2,1,8,1.65217391304348,.395449911689791
100755,1,12,3,R,1,1,1,8,2,2,2,2,2,2, ,2, ,2,2,2,59,2,2,1,99,3.82608695652174,.915778742860568
100756,1,13,3,U,1,2,1,1,1,2,1,2,2,1,4,2, ,2,2,2,67,8,2,1,8,1,.239351262338558
100758,1,39,2,S,1,1,1,2,2,2,2,2,2,2, ,2, ,3,1,1,58,1,2,1,6,5.52173913043478,1.32163523117377
100763,1,37,3,S,1,2,1,1,1,2,2,2,2,2, ,2, ,3,2,1,65,6,2,1,7,1.34782608695652,.322603875325882
