psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,SmartPhone,pial1,pial2,pial3,pial4,pial5,pial6,pial7,pial8,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
201261,2,48,3,U,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,2,94,3,2,1,6,2.65217391304348,.634801174028348
201276,2,48,3,U,1,1, ,1,1,1,1,2,1,2, ,1,3,1,1,2,45,8,1,1,8,5.91304347826087,1.41529442078451
201284,2,39,2,S,1,2, ,2,2,1,1,2,2,2, ,2, ,3,1,2,36,4,2,1,2,9.52173913043478,2.279040280528
201301,2,48,3,U,1,1, ,2,2,1,2,2,2,8, ,8, ,1,2,1,69,7,2,1,4,2.39130434782609,.572361714287855
201307,2,12,3,S,2,1, ,1,1,1,2,1,1,2, ,2, ,1,1,1,26,3,1,1,7,9.78260869565217,2.3414797402685
201314,2,17,2,U,1,1, ,1,1,2,1,1,1,1,5,1,2,3,2,1,20,4,2,2,6,5.1304347826087,1.22797604156303
201316,2,48,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,2,45,8,2,2,8,3.17391304347826,.759680093509335
201324,2,16,4,U,1,1, ,1,1,2,2,2,1,2, ,2, ,1,1,1,40,5,2,1,8,9.08695652173913,2.17497451429385
201338,2,48,3,U,2,1, ,1,1,1,1,2,2,2, ,1,6,1,2,1,35,6,2,1,3,4.26086956521739,1.01984450909472
201341,2,51,3,S,1,2, ,2,2,1,2,2,2,2, ,2, ,1,2,1,97,8,2,1,5,2,.478702524677115
201358,2,16,4,R,1,2, ,2,2,2,2,2,2,2, ,2, ,1,1,1,46,5,2,1,8,6.47826086956522,1.55057991688892
201359,2,8,4,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,79,8,2,1,99,1.39130434782609,.333010451949298
201366,2,17,2,S,1,1, ,1,1,1,1,2,1,2, ,2, ,1,2,2,30,4,2,1,4,9.73913043478261,2.33107316364508
201377,2,17,2,U,1,1, ,1,1,1,1,1,1,2, ,1,4,2,2,1,45,6,2,2,6,2.52173913043478,.603581444158102
201380,2,36,1,S,2,1, ,2,2,2,2,2,2,2, ,2, ,3,2,2,56,4,2,1,8,3.56521739130435,.853339283120075
201387,2,28,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,2,1,2,37,5,2,2,2,6.26086956521739,1.49854703377184
201397,2,8,4,R,2,2, ,2,2, , , , ,2, ,2, ,3,2,1,66,6,2,1,6,1,.239351262338558
201400,2,48,3,U,1,2, ,1,1,2,2,2,2,2, ,2, ,1,1,2,50,6,2,2,2,4,.95740504935423
201410,2,1,3,S,1,1, ,2,2,2,2,2,2,2, ,2, ,3,1,2,37,3,2,1,1,10.3913043478261,2.48717181299632
201436,2,55,2,U,1,1, ,1,1,1,2,2,2,2, ,2, ,1,1,2,43,6,2,1,6,6.86956521739131,1.64423910649966
201446,2,1,3,U,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,2,25,7,2,1,6,5.69565217391304,1.36326153766744
201462,2,45,3,S,1,1, ,1,1,1,1,1,1,2, ,2, ,2,2,2,21,6,2,1,8,5.21739130434783,1.24878919480987
201464,2,53,4,S,1,2, ,1,1,2,2,2,2,2, ,2, ,1,2,1,54,4,2,1,4,7.91304347826087,1.89399694546163
201469,2,6,4,S,1,1, ,1,1,1,1,2,1,2, ,2, ,3,1,1,31,4,2,2,7,5.78260869565217,1.38407469091427
201477,2,17,2,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,1,1,62,4,2,1,99,4,.95740504935423
201479,2,42,1,R,2,2, ,2,2, , , , ,2, ,2, ,3,2,2,69,5,2,1,4,3,.718053787015673
201485,2,4,4,S,1,1, ,2,2,2,2,2,2,2, ,2, ,1,2,1,47,3,2,1,7,6.78260869565217,1.62342595325283
201499,2,41,4,U,1,1, ,1,1,1,1,2,1,1,2,1,1,3,2,2,21,4,1,6,99,10.3913043478261,2.48717181299632
201501,2,35,4,R,1,1, ,2,2,1,2,2,2,2, ,2, ,3,2,2,67,3,2,1,2,3,.718053787015673
201502,2,12,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,59,4,2,1,6,1.30434782608696,.312197298702466
201504,2,4,4,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,1,46,8,2,1,9,2.78260869565217,.666020903898595
201519,2,12,3,S,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,1,45,6,2,1,8,3.1304347826087,.749273516885919
201521,2,21,3,S,1,1, ,1,1,1,2,2,2,2, ,2, ,1,1,1,27,4,2,1,2,5.78260869565217,1.38407469091427
201525,2,49,4,S,1,1, ,1,1,2,2,2,1,2, ,2, ,1,2,1,56,5,2,1,5,2.43478260869565,.582768290911271
201555,2,49,4,S,1,1, ,1,1,1,2,1,2,2, ,2, ,1,1,1,42,6,2,1,8,4.78260869565217,1.14472342857571
201556,2,30,4,R,2,2, ,1,1, , , , ,1,5,2, ,1,2,1,59,5,2,1,2,3.65217391304348,.874152436366906
201595,2,46,2,R,2,1, ,2,2,2,2,2,2,2, ,2, ,1,1,2,26,3,2,1,1,7.56521739130435,1.81074433247431
201605,2,21,3,U,1,1, ,2,2,2,2,2,2,2, ,2, ,1,2,1,19,4,2,1,1,5.56521739130435,1.33204180779719
201614,2,53,4,R,1,2, ,2,2,2,1,2,2,2, ,1,6,3,1,2,46,4,2,1,4,7.21739130434783,1.72749171948698
201622,2,6,4,U,1,1, ,1,1,1,1,2,1,2, ,1,5,2,2,1,24,4,1,1,3,10.0434782608696,2.40391920000899
201627,2,6,4,U,2,1, ,1,1,2,2,2,2,2, ,2, ,2,2,1,18,3,1,3,1,6.34782608695652,1.51936018701867
201635,2,29,2,R,2,2, ,1,1, , , , ,2, ,1,6,3,2,1,26,6,2,1,4,2.73913043478261,.655614327275179
201653,2,6,4,U,1,1, ,1,1,2,2,2,2,2, ,2, ,9,2,1,72,5,2,1,8,1.56521739130435,.37463675844296
201666,2,5,3,R,2,2, ,1,1, , , , ,2, ,2, ,3,1,1,65,3,2,1,8,4,.95740504935423
201671,2,17,2,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,26,4,2,1,5,7.17391304347826,1.71708514286357
201672,2,48,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,2,55,6,2,1,7,2.1304347826087,.509922254547362
201678,2,22,3,R,2,2, ,2,2, , , , ,2, ,2, ,3,2,2,67,2,2,2,1,4.39130434782609,1.05106423896497
201681,2,48,3,R,1,1, ,1,1,1,1,1,1,2, ,2, ,3,1,1,36,5,2,1,2,8.1304347826087,1.94602982857871
201685,2,22,3,U,1,1, ,1,1,1,1,1,1,2, ,2, ,3,1,2,25,5,2,3,2,10.3913043478261,2.48717181299632
201688,2,17,2,U,1,1, ,1,1,1,1,1,1,2, ,1,4,1,1,1,42,4,2,2,6,3.8695652173913,.926185319483984
201690,2,55,2,S,1,2, ,1,1,2,2,2,2,2, ,2, ,1,2,2,58,4,2,1,7,1.91304347826087,.457889371430284
201692,2,6,4,U,1,1, ,1,1,2,2,2,2,2, ,2, ,2,2,1,58,6,2,1,9,2.34782608695652,.56195513766444
201721,2,28,3,R,1,1, ,2,2,1,2,2,2,2, ,2, ,2,2,2,78,8,2,4,5,1.91304347826087,.457889371430284
201725,2,6,4,U,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,2,50,8,2,1,6,5.52173913043478,1.32163523117377
201727,2,48,3,U,1,1, ,1,1,1,1,1,1,1,4,1,2,1,1,2,43,6,2,4,6,7.56521739130435,1.81074433247431
201759,2,19,2,R,1,1, ,2,2,2,2,2,2,2, ,2, ,1,2,1,24,3,2,1,3,4.73913043478261,1.13431685195229
201771,2,18,2,R,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,2,53,4,2,1,6,6,1.43610757403135
201777,2,40,3,U,2,2, ,2,2, , , , ,1,1,2, ,1,1,1,47,8,2,9,1,5,1.19675631169279
201785,2,40,3,U,1,1, ,2,2,1,1,1,1,1,3,2, ,1,1,1,31,5,2,2,7,5.43478260869565,1.30082207792694
201791,2,40,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,62,6,2,1,99,2.17391304347826,.520328831170777
201792,2,5,3,S,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,1,64,7,2,1,7,1.08695652173913,.260164415585389
201796,2,47,3,R,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,1,66,4,2,1,6,1.69565217391304,.405856488313206
201809,2,21,3,R,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,2,41,8,2,1,99,3.1304347826087,.749273516885919
201814,2,5,3,R,1,2, ,2,2,2,1,2,2,2, ,2, ,3,2,2,60,6,2,1,2,1.60869565217391,.385043335066375
201828,2,17,2,U,2,2, ,2,2, , , , ,2, ,2, ,1,2,1,61,3,2,1,6,6.56521739130435,1.57139307013575
201830,2,55,2,U,2,2, ,8,2, , , , ,2, ,2, ,2,2,1,72,3,2,1,6,5.56521739130435,1.33204180779719
201831,2,20,2,S,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,1,60,5,2,1,6,3,.718053787015673
201836,2,48,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,2,2,1,28,4,2,2,1,7.95652173913044,1.90440352208505
201847,2,47,3,U,1,1, ,1,1,1,1,1,1,1,6,1,9,1,2,1,42,6,2,1,99,5.26086956521739,1.25919577143328
201852,2,22,3,S,2,2, ,2,2, , , , ,2, ,2, ,3,2,2,76,3,2,2,1,4.39130434782609,1.05106423896497
201853,2,17,2,S,1,1, ,1,1,2,1,2,1,2, ,2, ,1,2,2,31,6,2,1,8,4.21739130434783,1.00943793247131
201857,2,29,2,R,1,1, ,1,1,1,1,1,1,1,3,1,5,1,2,2,21,3,2,1,2,7.56521739130435,1.81074433247431
201859,2,48,3,S,1,1, ,1,1,1,1,2,2,2, ,1,3,1,1,2,29,3,2,2,2,10.3913043478261,2.48717181299632
201865,2,1,3,S,2,1, ,2,2,2,2,2,2,2, ,2, ,1,1,1,61,2,2,1,4,5.17391304347826,1.23838261818645
201868,2,48,3,S,1,1, ,8,2,1,2,1,2,2, ,2, ,3,2,2,81,4,2,1,4,3.47826086956522,.832526129873244
201888,2,6,4,S,2,1, ,2,2,2,2,2,2,2, ,2, ,3,2,2,70,3,2,1,3,5.91304347826087,1.41529442078451
201913,2,20,2,R,2,2, ,2,2, , , , ,2, ,2, ,2,2,2,81,4,2,1,6,1.39130434782609,.333010451949298
201927,2,17,2,U,1,1, ,1,1,2,2,1,1,2, ,2, ,1,2,1,31,8,1,1,6,5.91304347826087,1.41529442078451
201936,2,38,2,U,1,1, ,2,2,1,2,2,2,2, ,2, ,1,2,1,60,7,2,1,9,1.21739130434783,.291384145455635
201937,2,1,3,R,1,1, ,1,1,2,1,2,1,2, ,2, ,1,1,1,35,6,2,4,4,4.34782608695652,1.04065766234155
201941,2,48,3,R,1,1, ,1,1,1,1,1,1,2, ,1,2,1,2,1,24,5,2,1,7,4.95652173913043,1.18634973506937
201950,2,40,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,1,44,6,2,1,99,3.52173913043478,.842932706496659
201957,2,6,4,U,1,1, ,1,1,1,1,2,1,2, ,2, ,1,2,1,31,6,2,1,8,3.30434782608696,.790899823379582
201996,2,53,4,U,1,1, ,1,1,1,1,1,1,2, ,1,3,1,2,2,39,4,2,1,5,6.47826086956522,1.55057991688892
202002,2,30,4,R,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,61,5,2,1,4,2.82608695652174,.676427480522011
202012,2,36,1,U,1,1, ,1,1,1,1,1,1,2, ,1,1,1,2,1,37,3,1,1,7,10.3913043478261,2.48717181299632
202018,2,51,3,U,1,2, ,2,2,2,2,2,2,2, ,2, ,3,1,1,61,3,2,1,3,6.17391304347826,1.47773388052501
202024,2,34,1,S,1,1, ,1,1,1,2,2,1,2, ,2, ,3,2,2,58,6,2,1,5,1.47826086956522,.353823605196129
202029,2,36,1,S,1,1, ,1,1,1,1,2,2,1,5,2, ,1,2,1,22,4,2,1,3,6.21739130434783,1.48814045714842
202032,2,24,3,U,1,1, ,2,2,2,1,1,1,2, ,2, ,1,1,2,50,6,2,1,5,3.82608695652174,.915778742860568
202047,2,34,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,44,5,2,2,7,8.30434782608696,1.98765613507237
202055,2,24,3,S,1,1, ,1,1,1,2,1,2,2, ,1,4,1,1,1,29,3,2,1,5,7.91304347826087,1.89399694546163
202057,2,36,1,U,1,1, ,1,1,1,1,1,1,2, ,1,2,1,2,1,27,6,2,1,6,4.82608695652174,1.15513000519913
202059,2,12,3,U,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,2,60,6,2,9,2,1.78260869565217,.426669641560037
202077,2,25,1,S,1,1, ,1,1,1,1,2,2,2, ,2, ,1,2,1,62,5,2,1,3,3.43478260869565,.822119553249828
202080,2,36,1,U,1,1, ,2,2,2,2,2,2,2, ,2, ,3,2,2,62,4,2,1,1,4.08695652173913,.978218202601061
202084,2,13,3,R,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,1,70,5,2,1,5,2.52173913043478,.603581444158102
202098,2,21,3,R,1,2, ,2,2,2,2,2,2,2, ,2, ,3,2,1,64,3,2,1,6,3.91304347826087,.936591896107399
202101,2,9,1,R,2,2, ,2,2, , , , ,2, ,2, ,1,2,1,58,2,2,1,6,3.34782608695652,.801306400002997
202106,2,12,3,S,1,1, ,1,1,1,1,2,1,2, ,2, ,1,2,1,71,3,2,1,4,3.69565217391304,.884559012990321
202116,2,37,3,S,1,2, ,2,2,1,1,2,1,2, ,2, ,1,2,2,57,4,2,1,6,2.52173913043478,.603581444158102
202120,2,12,3,S,1,1, ,1,1,1,2,2,2,2, ,2, ,1,2,1,27,7,2,1,5,3.95652173913043,.946998472730815
202135,2,39,2,S,1,1, ,1,1,1,2,2,2,2, ,2, ,1,1,1,49,5,2,2,5,2.30434782608696,.551548561041024
202143,2,39,2,S,1,2, ,2,2,2,2,2,2,2, ,2, ,3,1,1,66,5,2,1,2,2.08695652173913,.499515677923946
202144,2,45,3,S,1,1, ,2,2,2,2,2,2,2, ,2, ,3,2,1,66,4,2,1,6,2.26086956521739,.541141984417608
202170,2,36,1,U,1,1, ,1,1,1,1,1,1,2, ,1,1,1,2,2,20,3,1,4,3,10.3913043478261,2.48717181299632
202179,2,6,4,S,1,2, ,1,1,2,2,2,2,2, ,2, ,3,2,2,64,5,2,1,8,3,.718053787015673
202192,2,12,3,S,1,1, ,1,1,2,1,2,1,2, ,2, ,1,1,1,45,4,1,6,99,8.65217391304348,2.07090874805969
202193,2,51,3,S,1,1, ,1,1,1,2,2,1,2, ,2, ,1,1,1,34,3,2,2,8,6.60869565217391,1.58179964675916
202219,2,45,3,R,1,1, ,1,1,1,2,1,2,2, ,1,6,3,1,2,25,4,2,2,1,6.56521739130435,1.57139307013575
202220,2,44,1,S,1,1, ,1,1,1,1,1,1,2, ,1,5,3,2,2,49,6,2,1,1,4.04347826086957,.967811625977646
202228,2,26,2,R,1,1, ,1,1,2,2,2,2,2, ,2, ,2,1,2,45,6,2,9,99,2.21739130434783,.530735407794193
202229,2,11,3,U,1,1, ,1,1,1,1,2,1,2, ,1,6,1,1,2,38,8,1,1,9,10.0434782608696,2.40391920000899
202237,2,25,1,U,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,1,30,6,2,1,9,4.82608695652174,1.15513000519913
202238,2,36,1,U,1,1, ,1,1,1,1,2,1,2, ,1,1,3,2,2,26,6,2,1,7,6.95652173913044,1.66505225974649
202242,2,13,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,49,6,2,2,6,2.04347826086957,.489109101300531
202253,2,36,1,U,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,26,3,1,6,99,10.3913043478261,2.48717181299632
202261,2,37,3,R,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,1,53,3,2,2,3,5.56521739130435,1.33204180779719
202266,2,9,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,1,50,8,2,1,9,3.43478260869565,.822119553249828
202268,2,42,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,57,6,2,1,9,2.21739130434783,.530735407794193
202269,2,34,1,S,2,2, ,2,2, , , , ,2, ,2, ,1,2,1,64,6,2,9,99,5.52173913043478,1.32163523117377
202276,2,45,3,R,2,2, ,2,2, , , , ,2, ,2, ,3,2,1,56,3,2,2,2,4.8695652173913,1.16553658182254
202283,2,49,4,S,1,1, ,1,1,1,1,1,2,2, ,1,1,3,2,2,23,6,2,3,3,8,1.91481009870846
202289,2,26,2,R,1,1, ,1,1,1,2,2,2,2, ,2, ,1,1,1,41,6,2,1,4,2,.478702524677115
202299,2,18,2,S,1,1, ,1,1,2,1,1,1,2, ,2, ,1,2,1,36,3,2,1,5,9.65217391304348,2.31026001039825
202302,2,12,3,S,1,1, ,1,1,1,2,2,2,2, ,1,3,3,2,2,58,5,1,6,5,4.69565217391304,1.12391027532888
202303,2,12,3,S,1,1, ,1,1,2,2,2,2,1,6,2, ,1,2,1,23,3,1,6,99,8.43478260869565,2.01887586494262
202312,2,39,2,S,1,1, ,1,1,1,1,2,1,2, ,2, ,3,2,1,54,3,2,1,3,6.91304347826087,1.65464568312307
202319,2,21,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,1,1,26,7,2,1,1,3.30434782608696,.790899823379582
202320,2,39,2,S,1,1, ,1,1,1,1,1,1,1,5,2, ,1,2,1,41,6,2,1,6,4.69565217391304,1.12391027532888
202323,2,12,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,26,3,2,2,3,8.1304347826087,1.94602982857871
202324,2,22,3,S,1,2, ,2,2,1,2,2,2,2, ,2, ,3,2,1,65,4,2,1,5,2.82608695652174,.676427480522011
202332,2,19,2,U,1,2, ,2,2,2,2,2,2,2, ,2, ,3,9,2,59,6,2,1,8,1.65217391304348,.395449911689791
202334,2,49,4,U,1,1, ,1,1,2,2,2,2,2, ,2, ,2,2,2,60,6,2,1,7,2,.478702524677115
202346,2,18,2,S,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,2,25,4,2,1,99,9.73913043478261,2.33107316364508
202352,2,4,4,S,1,1, ,2,2,2,2,2,2,2, ,2, ,1,2,1,50,3,2,1,8,8.52173913043478,2.03968901818945
202376,2,4,4,U,1,1, ,1,1,1,1,1,1,2, ,1,4,1,1,1,46,5,2,1,6,8.65217391304348,2.07090874805969
202384,2,5,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,1,1,37,8,2,1,9,2.17391304347826,.520328831170777
202385,2,4,4,S,1,1, ,1,1,1,2,2,2,2, ,2, ,3,2,1,75,3,2,1,6,4.1304347826087,.988624779224477
202389,2,6,4,S,2,2, ,8,2, , , , ,2, ,2, ,3,1,2,78,2,1,1,1,4,.95740504935423
202423,2,6,4,U,1,1, ,1,1,1,2,1,2,2, ,1,2,1,2,1,21,3,1,2,1,10.3913043478261,2.48717181299632
202424,2,34,1,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,70,6,2,2,8,1,.239351262338558
202439,2,18,2,U,1,1, ,1,1,2,1,1,1,2, ,2, ,1,1,2,22,3,2,4,1,10.3913043478261,2.48717181299632
202442,2,24,3,S,1,1, ,1,1,2,1,2,2,2, ,2, ,1,1,1,45,4,2,2,6,7.95652173913044,1.90440352208505
202453,2,12,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,50,5,2,2,6,6.56521739130435,1.57139307013575
202466,2,4,4,U,1,1, ,1,1,1,1,1,2,2, ,1,1,1,1,1,29,6,1,6,99,4.60869565217391,1.10309712208205
202472,2,20,2,U,1,1, ,1,1,1,1,1,1,2, ,2, ,3,2,2,21,2,2,3,6,10.2608695652174,2.45595208312607
202473,2,24,3,S,1,1, ,1,1,1,1,2,1,2, ,2, ,1,2,2,52,8,2,1,7,2.47826086956522,.593174867534686
202485,2,51,3,R,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,48,5,2,1,7,6.47826086956522,1.55057991688892
202521,2,37,3,S,1,1, ,1,1,1,1,1,1,2, ,1,1,1,1,1,22,3,2,2,4,5.65217391304348,1.35285496104402
202524,2,12,3,R,1,1, ,1,1,1,1,1,1,2, ,2, ,3,2,2,19,4,1,1,4,10.3913043478261,2.48717181299632
202526,2,36,1,U,1,1, ,1,1,1,1,1,2,2, ,1,4,2,2,1,26,3,2,2,2,6.21739130434783,1.48814045714842
202532,2,25,1,S,1,1, ,1,1,1,1,2,2,2, ,1,6,1,2,1,62,6,2,1,9,2.21739130434783,.530735407794193
202533,2,24,3,S,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,1,63,8,2,1,9,2.69565217391304,.645207750651764
202547,2,18,2,S,1,1, ,1,1,1,1,2,1,2, ,2, ,2,2,2,61,8,2,1,6,1,.239351262338558
202556,2,55,2,S,1,2, ,2,2,2,2,2,2,2, ,2, ,3,1,1,37,4,2,4,3,7.04347826086957,1.68586541299332
202570,2,19,2,U,1,1, ,1,1,1,2,1,2,2, ,2, ,1,1,2,54,6,2,1,6,4.04347826086957,.967811625977646
202571,2,47,3,R,1,2, ,2,2,2,2,2,2,2, ,2, ,1,2,1,22,3,2,1,5,4.30434782608696,1.03025108571814
202574,2,42,1,S,2,2, ,2,2, , , , ,2, ,2, ,1,2,2,73,3,2,1,99,4.17391304347826,.999031355847893
202578,2,18,2,R,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,2,58,6,2,1,1,1.47826086956522,.353823605196129
202584,2,12,3,U,1,1, ,1,1,1,2,1,2,2, ,2, ,1,1,2,42,6,1,1,9,7,1.6754588363699
202585,2,33,1,S,1,1, ,1,1,1,1,1,1,2, ,2, ,1,2,1,26,3,2,1,3,7.43478260869565,1.77952460260406
202598,2,41,4,R,1,1, ,1,1,1,2,2,2,2, ,2, ,1,1,1,41,3,2,1,7,8.73913043478261,2.09172190130652
202604,2,31,2,R,1,1, ,1,1,2,1,1,2,2, ,2, ,1,1,2,40,6,2,1,5,2.91304347826087,.697240633768842
202607,2,6,4,S,1,1, ,1,1,2,2,2,2,2, ,2, ,3,2,1,77,5,2,1,6,3.08695652173913,.738866940262504
202609,2,51,3,U,1,1, ,1,1,2,2,2,2,2, ,2, ,1,2,2,59,5,2,1,1,3.95652173913043,.946998472730815
202615,2,17,2,S,1,1, ,1,1,2,2,2,1,2, ,1,5,3,2,1,40,5,9,9,7,7.52173913043478,1.80033775585089
